Annotation_Accession,host,isolation_source,Manual_Annotation
GCF_000261345.2_ASM26134v2,NA,soil,Soil
GCF_000236475.1_ASM23647v1,NA,cheese production,Food
GCF_001598075.1_ASM159807v1,NA,Soil,Soil
GCF_004135165.1_ASM413516v1,Homo sapiens,urine,Humans
GCF_008693385.1_ASM869338v1,Homo sapiens,clinical isolate,Humans
GCF_011058635.1_ASM1105863v1,Homo sapiens,Vaginal swab,Humans
GCF_012530715.1_ASM1253071v1,NA,pond sediment,Sediment
GCF_002999135.1_ASM299913v1,Homo sapiens,coronal/gingival,Humans
GCF_002356115.1_ASM235611v1,NA,soil,Soil
GCF_005221665.1_ASM522166v1,NA,cattle,Livestock
GCF_003100575.1_ASM310057v1,Glycine max,plant root,Agriculture
GCF_009914075.1_ASM991407v1,NA,mealworm,Animals
GCF_002240075.1_ASM224007v1,NA,hospitalized patients,Humans
GCF_004332095.1_ASM433209v1,Homo sapiens,sputum,Humans
GCF_000742655.1_ASM74265v1,NA,soil,Soil
GCF_002787935.1_ASM278793v1,Homo sapiens,Peritoneal fluid,Humans
GCF_002211825.1_ASM221182v1,NA,NA,NA
GCF_009184865.1_ASM918486v1,Broussonetia papyrifera,plant leaves,Plants
GCF_900249915.1_CBM2615,NA,NA,NA
GCF_000832965.1_ASM83296v1,NA,Soil,Soil
GCF_009685195.1_ASM968519v1,NA,Bog sediment,Sediment
GCF_001447865.2_ASM144786v2,NA,air,Terrestrial
GCF_000019905.1_ASM1990v1,NA,NA,NA
GCF_013167235.1_ASM1316723v1,cattle,cattle feces,Livestock
GCF_002356235.1_ASM235623v1,Morone chrysops x Morone saxatilis,NA,Animals
GCF_000221985.1_ASM22198v1,NA,NA,NA
GCF_007858415.1_ASM785841v1,NA,soil,Soil
GCF_002211665.1_ASM221166v1,NA,wastewater,Human-impacted
GCF_003184965.2_ASM318496v2,NA,air,Terrestrial
GCF_002202175.1_ASM220217v1,NA,NA,NA
GCF_005222325.1_ASM522232v1,NA,cattle,Livestock
GCF_003325335.1_ASM332533v1,NA,NA,NA
GCF_001854305.1_ASM185430v1,NA,Sungai Pinang; Penang; Malaysia,Human-impacted
GCF_002000665.1_ASM200066v1,Homo sapiens,Wound groin,Humans
GCF_008619795.1_ASM861979v1,Homo sapiens,Venous blood isolated from host,Humans
GCF_002180095.1_ASM218009v1,NA,NA,NA
GCF_000225265.1_ASM22526v1,NA,NA,NA
GCF_000439515.1_ASM43951v1,NA,NA,NA
GCF_003590695.1_ASM359069v1,Bos taurus,bovine lymph node,Livestock
GCF_006094915.1_ASM609491v1,NA,NA,NA
GCF_003900515.2_ASM390051v2,NA,NA,NA
GCF_001990205.1_ASM199020v1,duck with tremor,NA,Livestock
GCF_900258445.1_LPI-CMTALT02_assembly_v1,NA,Beef Carpaccio,Food
GCF_004799685.1_ASM479968v1,NA,Taibei marine solar saltern near Lianyungang city,Terrestrial
GCF_004323795.1_ASM432379v1,Solanum lycopersicoides,NA,Agriculture
GCF_000252955.1_ASM25295v1,NA,NA,NA
GCF_001579625.1_ASM157962v1,Pan paniscus,oral cavity,Animals
GCF_005081185.1_ASM508118v1,Lipaphis pseudobrassicae,air,Animals
GCF_002056475.1_ASM205647v1,NA,NA,NA
GCF_001664345.1_ASM166434v1,Phaseolus vulgaris,legume-root nodule,Agriculture
GCF_003454755.1_ASM345475v1,NA,soil,Soil
GCF_009649055.1_ASM964905v1,NA,chicken breast,Food
GCF_003846425.1_ASM384642v1,NA,microbial mat material from brackish estuary,Marine
GCF_013171325.1_ASM1317132v1,Gallus gallus,feces,Livestock
GCF_002356095.1_ASM235609v1,NA,soil,Soil
GCF_002142495.1_ASM214249v1,NA,NA,NA
GCF_009912655.1_ASM991265v1,Homo sapiens,NA,Humans
GCF_001610795.1_ASM161079v1,Citrus aurantiifolia,NA,Agriculture
GCF_007917315.2_ASM791731v2,Homo sapiens,feces,Humans
GCF_000143435.1_ASM14343v1,NA,NA,NA
GCF_001281425.1_ASM128142v1,Homo sapiens,feces,Humans
GCF_001660585.1_ASM166058v1,Mus musculus,gut flora of female BALB/c mice (Charles River Laboratories),Animals
GCF_001888165.1_ASM188816v1,NA,sediment,Sediment
GCF_001901215.1_ASM190121v1,mouse,feces,Animals
GCF_012569525.1_ASM1256952v1,Donacia piscatrix,Beetle Malpighian tubules,Animals
GCF_005082145.1_ASM508214v1,Aphis craccivora,air,Animals
GCF_000314835.2_ASM31483v2,Drosophila melanogaster,wild caught Drosophila melanogaster hemolymph,Animals
GCF_003193725.1_ASM319372v1,NA,NA,NA
GCF_000263195.1_ASM26319v1,NA,warm spring water,Freshwater
GCF_000515795.2_gabuh19608_v01,Homo sapiens,urine,Humans
GCF_003699975.1_ASM369997v1,Homo sapiens,Rectal,Humans
GCF_012569785.1_ASM1256978v1,Donacia crassipes,Beetle Malpighian tubules,Animals
GCF_000520055.1_ASM52005v1,Homo sapiens,feces,Humans
GCF_000163875.1_Strep_clav_ATCC27064,NA,NA,NA
GCF_009740205.1_ASM974020v1,Homo sapiens,blood,Humans
GCF_004786035.1_ASM478603v1,Vicia faba,rhizosphere,Soil
GCF_003939085.1_ASM393908v1,Homo sapiens,stomach biopsy,Humans
GCF_003288295.1_ASM328829v1,Bos taurus,feces,Livestock
GCF_001891105.1_ASM189110v1,eggplant,NA,Agriculture
GCF_000833065.1_ASM83306v1,Bos taurus,Beefmaster heifer,Livestock
GCF_009184845.1_ASM918484v1,NA,cassava sour starch fermentation,Food
GCF_000148875.1_ASM14887v1,Homo sapiens,gastric cancer patient,Humans
GCF_003330725.1_ASM333072v1,NA,pine forest,Soil
GCF_004919445.1_ASM491944v1,Homo sapiens,NA,Humans
GCF_003254375.1_ASM325437v1,NA,soil,Soil
GCF_002117485.1_ASM211748v1,Phaseolus vulgaris,NA,Agriculture
GCF_001272655.2_ASM127265v2,NA,soil,Soil
GCF_011769965.1_ASM1176996v1,NA,soil,Soil
GCF_003013675.1_ASM301367v1,NA,soil,Soil
GCF_004768565.1_ASM476856v1,NA,Avian,Animals
GCF_003627855.1_ASM362785v1,Homo sapiens,urine,Humans
GCF_013306935.1_ASM1330693v1,tomato,NA,Agriculture
GCF_000203955.1_ASM20395v1,NA,NA,NA
GCF_002591335.1_ASM259133v1,NA,soil,Soil
GCF_000961155.1_ASM96115v1,Citrus sp.,citrus infected tissue,Agriculture
GCF_009577985.1_ASM957798v1,Homo sapiens,blood,Humans
GCF_900235885.1_CFBP6109,NA,NA,NA
GCF_005153965.1_ASM515396v1,NA,NA,NA
GCF_002837905.2_ASM283790v2,Homo sapiens,cerebrospinal fluid,Humans
GCF_007182855.1_ASM718285v1,NA,NA,NA
GCF_001953715.1_ASM195371v1,Homo sapiens,blood,Humans
GCF_001484665.1_ASM148466v1,Homo sapiens,sputum,Humans
GCF_002947235.1_ASM294723v1,NA,NA,NA
GCF_000015565.1_ASM1556v1,NA,NA,NA
GCF_002215535.1_ASM221553v1,Homo sapiens,skin and mucous membranes,Humans
GCF_013167675.1_ASM1316767v1,NA,NA,NA
GCF_008728495.1_ASM872849v1,NA,bulk pig ear,Livestock
GCF_002368335.1_ASM236833v1,NA,NA,NA
GCF_000493375.1_BAPNAU_WGS,NA,NA,NA
GCF_002741075.1_IEC330191.0,NA,NA,NA
GCF_009497655.1_ASM949765v1,Plant,NA,Plants
GCF_000019845.1_ASM1984v1,NA,NA,NA
GCF_002117405.1_ASM211740v1,NA,Soil,Soil
GCF_011065385.1_ASM1106538v1,Homo sapiens,feces,Humans
GCF_008124065.1_ASM812406v1,NA,chicken,Livestock
GCF_000020705.1_ASM2070v1,NA,NA,NA
GCF_013030115.1_ASM1303011v1,Homo sapiens,NA,Humans
GCF_005221845.1_ASM522184v1,NA,cattle,Livestock
GCF_012220065.1_ASM1222006v1,NA,sewage from Environmental Centre Robert O. Picard,Human-impacted
GCF_000013605.1_ASM1360v1,NA,NA,NA
GCF_007165645.1_ASM716564v1,NA,NA,NA
GCF_001500155.3_ASM150015v3,Homo sapiens,blood,Humans
GCF_000724345.2_16868_1.0,cattle,NA,Livestock
GCF_003812145.1_ASM381214v1,Homo sapiens,Rectal swab,Humans
GCF_011492965.1_ASM1149296v1,NA,marine sediment,Sediment
GCF_005222045.1_ASM522204v1,NA,cattle,Livestock
GCF_009697285.1_ASM969728v1,Homo sapiens,NA,Humans
GCF_013167275.1_ASM1316727v1,cattle,cattle feces,Livestock
GCF_007726495.1_ASM772649v1,NA,retail chicken liver,Food
GCF_003181055.1_ASM318105v1,Homo sapiens,NA,Humans
GCF_001685625.1_ASM168562v1,Cereibacter sphaeroides 2.4.1,NA,Freshwater
GCF_010729665.1_ASM1072966v1,NA,NA,NA
GCF_000943805.1_ASM94380v1,NA,soil,Soil
GCF_000006725.1_ASM672v1,NA,NA,NA
GCF_001562275.1_ASM156227v1,lichen Stereocaulon sp.,NA,Plants
GCF_009912755.1_ASM991275v1,Homo sapiens,NA,Humans
GCF_000019285.1_ASM1928v1,NA,NA,NA
GCF_000931565.1_ASM93156v1,Homo sapiens,sputum,Humans
GCF_009664575.1_ASM966457v1,Homo sapiens,NA,Humans
GCF_000021765.1_ASM2176v1,NA,NA,NA
GCF_001515705.1_ASM151570v1,NA,From patient with wound infection,Humans
GCF_002310635.1_ASM231063v1,canine,NA,Livestock
GCF_012567955.1_ASM1256795v1,Donacia bicoloricornis,Beetle Malpighian tubules,Animals
GCF_002251045.2_ASM225104v2,NA,Mashed potatoes,Food
GCF_000017725.2_ASM1772v2,NA,NA,NA
GCF_003955925.1_ASM395592v1,Homo sapiens,Brain abscess fluid,Humans
GCF_900698865.1_BuCicuneomaculata_v1.0,NA,host's whole body,NA
GCF_001019495.2_ASM101949v2,Homo sapiens,wound,Humans
GCF_001989775.1_ASM198977v1,NA,Sea bass,Animals
GCF_001663735.1_ASM166373v1,NA,brewery environment,Human-impacted
GCF_012980825.1_ASM1298082v1,Pear tree,NA,Agriculture
GCF_010586945.1_ASM1058694v1,NA,NA,NA
GCF_006711145.1_ASM671114v1,Homo sapiens,blood,Humans
GCF_002285735.1_ASM228573v1,Sus scrofa domesticus,respiratory tract,Livestock
GCF_003432145.1_ASM343214v1,NA,NA,NA
GCF_002078915.1_ASM207891v1,NA,Dairy fermentation,Food
GCF_004124095.2_ASM412409v2,NA,food,Food
GCF_004322795.1_ASM432279v1,Homo sapiens,NA,Humans
GCF_002848445.1_ASM284844v1,NA,petroleum-contaminated soils,Human-impacted
GCF_000723785.1_AP1,NA,NA,NA
GCF_001865515.1_ASM186551v1,NA,chicken liver,Food
GCF_000278645.1_AcbauOIFC109v1.0,Homo sapiens,NA,Humans
GCF_002025065.1_ASM202506v1,Homo sapiens,rectal swab,Humans
GCF_000243075.1_ASM24307v1,NA,NA,NA
GCF_001683375.1_ASM168337v1,Homo sapiens,curette,Humans
GCF_000011785.1_ASM1178v1,NA,NA,NA
GCF_000465975.2_ASM46597v2,NA,environment,NA
GCF_001548375.1_ASM154837v1,NA,soil,Soil
GCF_001602115.1_ASM160211v1,NA,Corn,Agriculture
GCF_013306955.1_ASM1330695v1,tomato,NA,Agriculture
GCF_013401495.1_ASM1340149v1,NA,NA,NA
GCF_013285385.1_ASM1328538v1,NA,Mushroom compost,Soil
GCF_000184435.1_ASM18443v1,NA,creosote contaminated soil,Human-impacted
GCF_001865495.1_ASM186549v1,NA,chicken liver,Food
GCF_007827125.1_ASM782712v1,NA,retail beef liver,Food
GCF_000442595.1_ASM44259v1,NA,tar at the shipwreck site of tanker Haven,Human-impacted
GCF_000975175.1_ASM97517v1,NA,soil,Soil
GCF_001687805.1_ASM168780v1,Paralichthys olivaceus,NA,Animals
GCF_011129215.1_ASM1112921v1,Homo sapiens,blood,Humans
GCF_001441225.1_ASM144122v1,Homo sapiens,human stool,Humans
GCF_000020165.1_ASM2016v1,NA,NA,NA
GCF_003609695.1_ASM360969v1,NA,NA,NA
GCF_003071445.1_ASM307144v1,Homo sapiens,urine,Humans
GCF_012568645.1_ASM1256864v1,Donacia simplex,Beetle Malpighian tubules,Animals
GCF_001932755.1_ASM193275v1,Salmo salar,Kidney,Animals
GCF_009708275.1_ASM970827v1,Oncorhynchus kisutch,NA,Animals
GCF_004919165.1_ASM491916v1,Homo sapiens,NA,Humans
GCF_001022115.1_ASM102211v1,Homo sapiens,Urine/Genitourinary,Humans
GCF_008274945.1_ASM827494v1,NA,Agricultural field,Soil
GCF_000516095.2_gabuh99pb_v01,Homo sapiens,sputum,Humans
GCF_000367605.2_ASM36760v2,NA,NA,NA
GCF_013364435.1_ASM1336443v1,Homo sapiens,clinical isolate,Humans
GCF_002216105.1_ASM221610v1,NA,coastal sediment from Newfoundland; north Atlantic Canada,Sediment
GCF_007724625.1_ASM772462v1,NA,soil,Soil
GCF_001269425.1_ASM126942v1,Draeculacephala minerva,NA,Animals
GCF_003146635.1_ASM314663v1,NA,Hospital waste water,Human-impacted
GCF_001692695.1_ASM169269v1,NA,human stool sample,Humans
GCF_002078395.2_ASM207839v2,NA,Dairy fermentation,Food
GCF_003522885.1_ASM352288v1,Homo sapiens,wound,Humans
GCF_001576595.1_ASM157659v1,NA,NA,NA
GCF_001664325.1_ASM166432v1,Phaseolus vulgaris,legume-root nodule,Agriculture
GCF_003071285.1_ASM307128v1,NA,NA,NA
GCF_002117305.1_ASM211730v1,NA,NA,NA
GCF_000353245.1_BStr_LAMA585_V1,NA,marine sediments collected at 5;500m,Sediment
GCF_001420995.1_ASM142099v1,Apterostigma dentigerum,exoskeleton of ant,Animals
GCF_900250065.1_CT19425,NA,NA,NA
GCF_003598595.1_ASM359859v1,Homo sapiens,blood,Humans
GCF_011397115.1_ASM1139711v1,NA,NA,NA
GCF_004337635.1_ASM433763v1,NA,water,Freshwater
GCF_013343025.1_ASM1334302v1,Homo sapiens,clinical isolate,Humans
GCF_002786455.2_ASM278645v2,NA,skin swab,Humans
GCF_000349945.1_ASM34994v1,NA,NA,NA
GCF_000196655.1_ASM19665v1,NA,mud from a salt lagoon,Sediment
GCF_000013085.1_ASM1308v1,NA,NA,NA
GCF_003254825.1_ASM325482v1,gram-positive bacteria,undetoxicated lignocellulosic hydrolysate,Human-impacted
GCF_000008565.1_ASM856v1,NA,NA,NA
GCF_000717515.1_ASM71751v1,Homo sapiens,sputum,Humans
GCF_000018445.1_ASM1844v1,NA,NA,NA
GCF_003691485.1_ASM369148v1,Penaeus vannamei,AHPND infected shrimp,Animals
GCF_001277915.1_ASM127791v1,NA,soil,Soil
GCF_002096155.1_ASM209615v1,Homo sapiens,NA,Humans
GCF_000876675.2_ASM87667v2,NA,podzolic fallow soil sampled from the ARRIAM experimental field,Soil
GCF_000016445.1_ASM1644v1,NA,NA,NA
GCF_000756435.3_ASM75643v3,Salmo salar,NA,Animals
GCF_002863745.1_ASM286374v1,Homo sapiens (female),sputum,Humans
GCF_003429485.1_ASM342948v1,NA,Coconi,NA
GCF_009740245.1_ASM974024v1,Homo sapiens,NA,Humans
GCF_000007825.1_ASM782v1,NA,NA,NA
GCF_000292795.1_PF-R124.01,NA,orthoquartzite cave surface,Terrestrial
GCF_002759095.1_ASM275909v1,Phaseolus vulgaris,NA,Agriculture
GCF_001687105.1_ASM168710v1,NA,Mangrove soil,Soil
GCF_001513745.1_ASM151374v1,NA,water,Freshwater
GCF_003626975.1_ASM362697v1,NA,Heilongjiang Province,Soil
GCF_001302565.1_ASM130256v1,NA,Inner tissues of halophyte Limonium sinense (Girard) Kuntze,Plants
GCF_000300475.1_ASM30047v1,NA,NA,NA
GCF_000009705.1_ASM970v1,NA,NA,NA
GCF_009363215.2_ASM936321v2,Capsicum sp.,Dry beans,Agriculture
GCF_001990245.1_ASM199024v1,Bos taurus,liver from bovine aborted fetus,Livestock
GCF_003367555.1_ASM336755v1,Homo sapiens,urine,Humans
GCF_002836505.1_ASM283650v1,NA,sea ice,Marine
GCF_002892125.1_ASM289212v1,NA,algae aquaculture,Human-impacted
GCF_013367815.1_ASM1336781v1,Homo sapiens,clinical isolate,Humans
GCF_000662395.1_ASM66239v1,NA,ice cream,Food
GCF_009762725.1_ASM976272v1,NA,cherry,Food
GCF_900698985.1_ErCipseudotsugae_Palmer_v1.0,Cinara pseudotsugae,host's whole body,Animals
GCF_000211375.1_ASM21137v1,NA,NA,NA
GCF_001669145.2_ASM166914v2,Homo sapiens,NA,Humans
GCF_000007165.1_ASM716v1,NA,NA,NA
GCF_013046885.1_ASM1304688v1,Homo sapiens,bile,Humans
GCF_000724405.2_GD211209_1.0,cattle,NA,Livestock
GCF_010183645.1_ASM1018364v1,Homo sapiens,pus,Humans
GCF_005222025.1_ASM522202v1,NA,cattle,Livestock
GCF_009724885.1_ASM972488v1,Oncorhynchus kisutch,NA,Animals
GCF_000815185.1_ASM81518v1,rice,rice seeds,Agriculture
GCF_000183745.1_ASM18374v1,NA,deep sea hot vent,Marine
GCF_000189515.1_ASM18951v1,NA,NA,NA
GCF_001678965.1_ASM167896v1,NA,ground beef,Food
GCF_003051945.2_ASM305194v2,Homo sapiens,NA,Humans
GCF_013347125.1_ASM1334712v1,NA,shallow sea; symbosis with harmful algal bloom algae,Marine
GCF_009664715.1_ASM966471v1,Homo sapiens,NA,Humans
GCF_003031775.1_ASM303177v1,Homo sapiens,blood,Humans
GCF_002214585.1_ASM221458v1,NA,Hydrothermal precipitates,Marine
GCF_002943835.1_ASM294383v1,Medicago sativa,from a crown gall tumor on a field-grown alfalfa,Agriculture
GCF_900249895.1_CBM2610,NA,NA,NA
GCF_001432345.1_ASM143234v1,NA,retail chicken,Food
GCF_000021325.1_ASM2132v1,NA,NA,NA
GCF_001536925.1_BMC_PRJEB12378v1,NA,NA,NA
GCF_003589865.1_ASM358986v1,cattle,NA,Livestock
GCF_003290405.1_ASM329040v1,NA,NA,NA
GCF_005491705.1_ASM549170v1,NA,air,Terrestrial
GCF_001956815.1_ASM195681v1,NA,NA,NA
GCF_005377825.1_ASM537782v1,Homo sapiens,NA,Humans
GCF_012849215.1_ASM1284921v1,NA,Flower of Shittah tree,Plants
GCF_009676865.1_ASM967686v1,NA,Surface of a polyethylene microplastic particle present in tank 6 of a marine aquarium containing stony-coral fragments and water maintained at 26 degree C,Human-impacted
GCF_003325155.1_ASM332515v1,NA,NA,NA
GCF_000730345.1_ASM73034v1,NA,NA,NA
GCF_001513615.1_ASM151361v1,cat,NA,Livestock
GCF_001704335.1_ASM170433v1,Drosophila melanogaster,whole fly,Animals
GCF_006094395.1_ASM609439v1,NA,NA,NA
GCF_013458535.1_ASM1345853v1,NA,agricultural soil,Soil
GCF_011306175.1_ASM1130617v1,Anodonta arcaeformis,NA,Animals
GCF_009858215.1_ASM985821v1,soil,NA,Soil
GCF_000969905.1_ASM96990v1,NA,NA,NA
GCF_003194025.1_ASM319402v1,NA,NA,NA
GCF_002934965.1_ASM293496v1,NA,NA,NA
GCF_000019685.1_ASM1968v1,NA,NA,NA
GCF_002591075.1_ASM259107v1,Homo sapiens,Urine,Humans
GCF_011801245.1_ASM1180124v1,Pepper,Stem of infected pepper plant,Agriculture
GCF_002951915.1_ASM295191v1,honeybees,foul brood,Animals
GCF_003815675.1_ASM381567v1,Homo sapiens,NA,Humans
GCF_000497445.1_S.roseochromogenes_v1,NA,NA,NA
GCF_005707215.1_ASM570721v1,Homo sapiens,NA,Humans
GCF_001515685.1_ASM151568v1,Homo sapiens,From patient with blood stream infection,Humans
GCF_012974405.1_ASM1297440v1,Homo sapiens,blood,Humans
GCF_000181715.2_ASM18171v2,NA,NA,NA
GCF_000021005.1_ASM2100v1,NA,NA,NA
GCF_013201705.1_ASM1320170v1,NA,Human septic tank,Human-impacted
GCF_003096075.1_ASM309607v1,NA,soil,Soil
GCF_000187005.1_ASM18700v1,NA,NA,NA
GCF_000225385.2_ASM22538v2,Homo sapiens,oral swab from healthy volunteer,Humans
GCF_000219915.3_ASM21991v3,NA,NA,NA
GCF_004354345.1_ASM435434v1,NA,water column of an alpine lake,Freshwater
GCF_013167875.1_ASM1316787v1,Homo sapiens,NA,Humans
GCF_004136135.1_ASM413613v1,Bovine,bovine peripheral lymph node,Livestock
GCF_009708135.1_ASM970813v1,Peromyscus leucopus,forestomach,Animals
GCF_005221925.1_ASM522192v1,NA,cattle,Livestock
GCF_005221645.1_ASM522164v1,NA,cattle,Livestock
GCF_002803885.1_ASM280388v1,Homo sapiens,Infection,Humans
GCF_003667965.1_ASM366796v1,NA,Biomedical source,Human-impacted
GCF_002872495.3_ASM287249v3,NA,soil,Soil
GCF_006965405.3_ASM696540v3,Homo sapiens,blood,Humans
GCF_007814385.1_ASM781438v1,NA,Buffalo milk,Food
GCF_002087975.1_ASM208797v1,NA,NA,NA
GCF_003590075.1_ASM359007v1,NA,Tattoo ink,Human-impacted
GCF_003718535.1_ASM371853v1,NA,NA,NA
GCF_003368365.1_ASM336836v1,Homo sapiens,nasal swab from moderately born preterm neonate admitted to the sick neonatal care unit with respiratory distress,Humans
GCF_002837945.2_ASM283794v2,Homo sapiens,blood,Humans
GCF_000783935.2_ASM78393v2,Homo sapiens,G-tube swab,Humans
GCF_000010225.1_ASM1022v1,NA,NA,NA
GCF_004103515.1_ASM410351v1,NA,food,Food
GCF_013137915.1_ASM1313791v1,Homo sapiens,oral,Humans
GCF_000559005.1_Ba52G_1.0,NA,bovine,Livestock
GCF_003382725.1_ASM338272v1,canine,NA,Livestock
GCF_004124035.2_ASM412403v2,NA,pork dumplings,Food
GCF_005890195.1_ASM589019v1,NA,Salt,Food
GCF_003814285.1_ASM381428v1,NA,Natural whey culture from Gruyere cheese,Food
GCF_003054555.1_ASM305455v1,NA,cave,Terrestrial
GCF_000877815.1_ASM87781v1,NA,Waxworms gut,Animals
GCF_003259695.1_ASM325969v1,Homo sapiens,skin smear,Humans
GCF_010365585.1_ASM1036558v1,NA,environment,NA
GCF_001611155.1_ASM161115v1,NA,winery environment,Human-impacted
GCF_003957435.1_ASM395743v1,NA,Korean adult feces,Humans
GCF_000233435.1_ASM23343v1,Mastotermes darwiniensis,NA,Animals
GCF_011290465.1_ASM1129046v1,NA,isolated from the tobacco substrate,Agriculture
GCF_002142675.1_ASM214267v1,Homo sapiens,blood,Humans
GCF_004799645.1_ASM479964v1,NA,The Bange salt-alkaline lake in Tibet,Terrestrial
GCF_000328685.1_ASM32868v1,NA,Soda lake Lake Magadi,Terrestrial
GCF_013168135.1_ASM1316813v1,cattle,cattle feces,Livestock
GCF_001305615.1_ASM130561v1,NA,oil contaminated tidal flat,Human-impacted
GCF_007113545.2_ASM711354v2,NA,Micro soil grain,Soil
GCF_000710365.3_ASM71036v3,Homo sapiens,blood,Humans
GCF_013307005.1_ASM1330700v1,Homo sapiens,NA,Humans
GCF_009867015.1_ASM986701v1,Bos taurus,Bovine adult,Livestock
GCF_011058675.1_ASM1105867v1,Homo sapiens,Urethral discharge,Humans
GCF_000747565.1_ASM74756v1,Caenorhabditis briggsae,soil,Soil
GCF_011044215.1_ASM1104421v1,Homo sapiens,NA,Humans
GCF_001634305.1_ASM163430v1,NA,Geothermal isolate,Terrestrial
GCF_003691505.1_ASM369150v1,Penaeus vannamei,shrimp,Animals
GCF_001753545.1_ASM175354v1,NA,Cattle Hide,Livestock
GCF_002740915.1_ASM274091v1,NA,CSF,NA
GCF_003286995.1_ASM328699v1,Homo sapiens,sputum,Humans
GCF_001886735.1_ASM188673v1,Alexandrium minutum,cell culture of Alexandrium minutum 1089,Animals
GCF_001969425.1_ASM196942v1,NA,Dessicated Chinese egg powder,Food
GCF_003597635.1_ASM359763v1,NA,kimchi,Food
GCF_000715155.2_ASM71515v2,NA,NA,NA
GCF_000430105.1_ASM43010v1,Homo sapiens,stool,Humans
GCF_000224475.1_ASM22447v1,NA,not provided; submitted under MIGS 2.1,NA
GCF_000185245.1_ASM18524v1,NA,NA,NA
GCF_009903715.2_ASM990371v2,poultry,NA,Livestock
GCF_000017685.1_ASM1768v1,NA,NA,NA
GCF_000166115.1_ASM16611v1,NA,Terry C. Hazen (TCHazen@lbl.gov),NA
GCF_013367715.1_ASM1336771v1,NA,Human GI tract,Humans
GCF_003970805.1_ASM397080v1,Coreoleuciscus splendidus,gut,Animals
GCF_002591665.3_ASM259166v3,Juglans regia,graft union,Agriculture
GCF_002082645.1_ASM208264v1,Homo sapiens,sputum,Humans
GCF_002209085.2_ASM220908v2,Environment,Plant derived food stuff; onion; Allium cepa,Food
GCF_000196475.1_ASM19647v1,NA,NA,NA
GCF_000347615.1_ASM34761v1,NA,NA,NA
GCF_011769805.1_ASM1176980v1,Homo sapiens,urine,Humans
GCF_012050745.1_ASM1205074v1,Homo sapiens,Human blood,Humans
GCF_003186535.1_ASM318653v1,Homo sapiens,urine,Humans
GCF_013395015.1_ASM1339501v1,NA,Cowshed of a farm,Livestock
GCF_000347675.2_ASM34767v2,NA,NA,NA
GCF_001672535.1_ASM167253v1,Homo sapiens,Skin,Humans
GCF_004332075.1_ASM433207v1,Homo sapiens,rectal swab,Humans
GCF_004801595.1_ASM480159v1,NA,Treated sewage effluent,Human-impacted
GCF_009883815.1_ASM988381v1,Penaeus vannamei,AHPND infected Litopenaeus vannamei,Animals
GCF_000576165.1_ASM57616v1,NA,NA,NA
GCF_007998065.1_ASM799806v1,Sus scrofa domesticus,NA,Livestock
GCF_000214275.3_ASM21427v3,NA,muddy water,Sediment
GCF_001611955.1_ASM161195v1,NA,leaf vegetable,Food
GCF_000009765.2_ASM976v2,NA,NA,NA
GCF_003030465.1_ASM303046v1,NA,Wastewater treatment plant,Human-impacted
GCF_004119675.1_ASM411967v1,NA,food,Food
GCF_005221885.1_ASM522188v1,NA,cattle,Livestock
GCF_000430085.2_ASM43008v2,chicken,NA,Livestock
GCF_013364375.1_ASM1336437v1,NA,marine sediment,Sediment
GCF_000832765.1_ASM83276v1,NA,NA,NA
GCF_000784905.1_ASM78490v1,NA,sink drain,Human-impacted
GCF_007036205.1_ASM703620v1,NA,NA,NA
GCF_000828615.1_ASM82861v1,NA,NA,NA
GCF_000496285.1_ASM49628v1,NA,soil,Soil
GCF_000006155.2_ASM615v2,NA,NA,NA
GCF_000069785.1_ASM6978v1,NA,NA,NA
GCF_002156765.1_ASM215676v1,Homo sapiens,urine,Humans
GCF_009832765.1_ASM983276v1,NA,mead,Food
GCF_000277895.2_ASM27789v2,NA,NA,NA
GCF_009684615.1_ASM968461v1,NA,BALF,NA
